,Title,Views,Date_Time,Video_Link,Thumbnail_Link
1057,Sample Video for SDE Theory Course | GeeksforGeeks,3.1K views,5 years ago,https://www.youtube.com//watch?v=t83Yah6invc,https://i.ytimg.com/vi/t83Yah6invc/hqdefault.jpg
1058,Sample Video for Object Oriented Design Course  | GeeksforGeeks,2.3K views,5 years ago,https://www.youtube.com//watch?v=JHZOr_Fg2zk,https://i.ytimg.com/vi/JHZOr_Fg2zk/hqdefault.jpg
1059,Case-Specific Sorting of Strings |Data Structures & Algorithms| Programming Tutorials|GeeksforGeeks,2.6K views,5 years ago,https://www.youtube.com//watch?v=icb4ydeBN9g&pp=0gcJCXwKAYcqIYzv,https://i.ytimg.com/vi/icb4ydeBN9g/hqdefault.jpg
1060,Vertical Width of Binary Tree |Data Structures & Algorithms| Programming Tutorials | GeeksforGeeks,2.6K views,5 years ago,https://www.youtube.com//watch?v=_eCUwPPbZXk,https://i.ytimg.com/vi/_eCUwPPbZXk/hqdefault.jpg
1061,Machine learning and Data science fundamentals | GeeksforGeeks,4.2K views,5 years ago,https://www.youtube.com//watch?v=ZqjBPYX_2bk,https://i.ytimg.com/vi/ZqjBPYX_2bk/hqdefault.jpg
1062,GATE PYQ-15 | GATE2000 | Structures and Pointers | GeeksforGeeks,1K views,5 years ago,https://www.youtube.com//watch?v=ERIUDPzcl94,https://i.ytimg.com/vi/ERIUDPzcl94/hqdefault.jpg
1063,Remove duplicates from an unsorted linked list. (More methods) | GeeksforGeeks,8.5K views,5 years ago,https://www.youtube.com//watch?v=0_mn2NSEYKg,https://i.ytimg.com/vi/0_mn2NSEYKg/hqdefault.jpg
1064,"Sort a linked list of 0s, 1s and 2s by changing links. | GeeksforGeeks",8.4K views,5 years ago,https://www.youtube.com//watch?v=JKYflBRNZnQ,https://i.ytimg.com/vi/JKYflBRNZnQ/hqdefault.jpg
1065,"Sort a linked list of 0s, 1s and 2s by changing data. | GeeksforGeeks",2K views,5 years ago,https://www.youtube.com//watch?v=NhYYbTbN2-w,https://i.ytimg.com/vi/NhYYbTbN2-w/hqdefault.jpg
1066,Remove duplicate elements from an unsorted Linked List | GeeksforGeeks,32K views,5 years ago,https://www.youtube.com//watch?v=WVV1qY--oI4,https://i.ytimg.com/vi/WVV1qY--oI4/hqdefault.jpg
1067,Remove duplicates from a sorted Linked List | GeeksforGeeks,16K views,5 years ago,https://www.youtube.com//watch?v=B8qTwaYBN1M,https://i.ytimg.com/vi/B8qTwaYBN1M/hqdefault.jpg
1068,Count number of nodes in a Linked List | GeeksforGeeks,13K views,5 years ago,https://www.youtube.com//watch?v=ikrbSW9sVMU,https://i.ytimg.com/vi/B8qTwaYBN1M/hqdefault.jpg
1069,Implement Stack using Queues | GeeksforGeeks,33K views,5 years ago,https://www.youtube.com//watch?v=nh1GCPB4j6g,https://i.ytimg.com/vi/B8qTwaYBN1M/hqdefault.jpg
1070,Implement stack using Linked List | GeeksforGeeks,28K views,5 years ago,https://www.youtube.com//watch?v=Ebq7QUPaU7I,https://i.ytimg.com/vi/B8qTwaYBN1M/hqdefault.jpg
1071,Delete middle element of the stack | GeeksforGeeks,15K views,5 years ago,https://www.youtube.com//watch?v=mxrBibfna7A,https://i.ytimg.com/vi/B8qTwaYBN1M/hqdefault.jpg
1072,GATE PYQ-14 | GATE2018 | Structures | GeeksforGeeks,992 views,5 years ago,https://www.youtube.com//watch?v=CHcendjgNs4,https://i.ytimg.com/vi/CHcendjgNs4/hqdefault.jpg
1073,Smallest positive number missing from an unsorted array | GeeksforGeeks,26K views,5 years ago,https://www.youtube.com//watch?v=_OAFHDVihjo,https://i.ytimg.com/vi/_OAFHDVihjo/hqdefault.jpg
1074,"Guess the Output 64 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",8.2K views,5 years ago,https://www.youtube.com//watch?v=n57jRsppCoc,https://i.ytimg.com/vi/n57jRsppCoc/hqdefault.jpg
1075,Pascal Triangle | GeeksforGeeks,14K views,5 years ago,https://www.youtube.com//watch?v=GJ06cufKwm8,https://i.ytimg.com/vi/GJ06cufKwm8/hqdefault.jpg
1076,Max Product Subarray | GeeksforGeeks,28K views,5 years ago,https://www.youtube.com//watch?v=keVevSvaDKo,https://i.ytimg.com/vi/keVevSvaDKo/hqdefault.jpg
1077,Boolean Matrix | GeeksforGeeks,9.4K views,5 years ago,https://www.youtube.com//watch?v=UDWrv63bOXw,https://i.ytimg.com/vi/UDWrv63bOXw/hqdefault.jpg
1078,Rearranging positive and negative values in an array | GeeksforGeeks,31K views,5 years ago,https://www.youtube.com//watch?v=y3aYY4B97jI,https://i.ytimg.com/vi/y3aYY4B97jI/hqdefault.jpg
1079,GATE PYQ-13 | GATE2017 | Strings | GeeksforGeeks,1K views,5 years ago,https://www.youtube.com//watch?v=V_zzAEFOolA,https://i.ytimg.com/vi/V_zzAEFOolA/hqdefault.jpg
1080,"Guess the Output 63 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",7.4K views,5 years ago,https://www.youtube.com//watch?v=9ttIDXs6RYI,https://i.ytimg.com/vi/9ttIDXs6RYI/hqdefault.jpg
1081,GATE PYQ-12 | GATE2018 | Strings | GeeksforGeeks,938 views,5 years ago,https://www.youtube.com//watch?v=A3V1-uaF7Ko,https://i.ytimg.com/vi/A3V1-uaF7Ko/hqdefault.jpg
1082,Print given sentence into its equivalent ASCII characters | GeeksforGeeks,1.6K views,5 years ago,https://www.youtube.com//watch?v=J8WGtK7I-vI,https://i.ytimg.com/vi/J8WGtK7I-vI/hqdefault.jpg
1083,Remove all characters  other than alphabets in a string. | GeeksforGeeks,6.6K views,5 years ago,https://www.youtube.com//watch?v=xVe9qqjbSL4,https://i.ytimg.com/vi/xVe9qqjbSL4/hqdefault.jpg
1084,"Guess the Output 62 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",7.3K views,5 years ago,https://www.youtube.com//watch?v=oi-eECepJjg,https://i.ytimg.com/vi/oi-eECepJjg/hqdefault.jpg
1085,GATE PYQ-11 | GATE2015 | Strings | GeeksforGeeks,984 views,5 years ago,https://www.youtube.com//watch?v=dgjJTAJ34N8,https://i.ytimg.com/vi/dgjJTAJ34N8/hqdefault.jpg
1086,Program to find the initials of a name | GeeksforGeeks,6.9K views,5 years ago,https://www.youtube.com//watch?v=hfhTe31LfrU,https://i.ytimg.com/vi/hfhTe31LfrU/hqdefault.jpg
1087,"Guess the Output 61 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",6.8K views,5 years ago,https://www.youtube.com//watch?v=o1q6Vy1VfbE,https://i.ytimg.com/vi/o1q6Vy1VfbE/hqdefault.jpg
1088,GATE PYQ-9 | GATE2011 | Strings | GeeksforGeeks,878 views,5 years ago,https://www.youtube.com//watch?v=7KI6ocuV0ac,https://i.ytimg.com/vi/7KI6ocuV0ac/hqdefault.jpg
1089,Program for length of a string using recursion | GeeksforGeeks,6.8K views,5 years ago,https://www.youtube.com//watch?v=XXEMcCtSpRM,https://i.ytimg.com/vi/XXEMcCtSpRM/hqdefault.jpg
1090,"Guess the Output 60 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",7.2K views,5 years ago,https://www.youtube.com//watch?v=LetARqwhvTs,https://i.ytimg.com/vi/LetARqwhvTs/hqdefault.jpg
1091,Perfect Square String | GeeksforGeeks,1.8K views,5 years ago,https://www.youtube.com//watch?v=jOM9Pcr5mJM,https://i.ytimg.com/vi/jOM9Pcr5mJM/hqdefault.jpg
1092,"Guess the Output 59 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",6.3K views,5 years ago,https://www.youtube.com//watch?v=kq-6VWdO5uA,https://i.ytimg.com/vi/kq-6VWdO5uA/hqdefault.jpg
1093,GATE PYQ-9 | GATE2004 | Strings | GeeksforGeeks,979 views,5 years ago,https://www.youtube.com//watch?v=hOXiBcjz2dk,https://i.ytimg.com/vi/hOXiBcjz2dk/hqdefault.jpg
1094,Number of substrings of a string | GeeksforGeeks,5.9K views,5 years ago,https://www.youtube.com//watch?v=9QxJo-g0cMA,https://i.ytimg.com/vi/9QxJo-g0cMA/hqdefault.jpg
1095,"Guess the Output 58 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",6.2K views,5 years ago,https://www.youtube.com//watch?v=VuprD6UuvXw,https://i.ytimg.com/vi/VuprD6UuvXw/hqdefault.jpg
1096,C++ STL Course | Demo Video | GeeksforGeeks,14K views,5 years ago,https://www.youtube.com//watch?v=b5cfHPZ_WDg,https://i.ytimg.com/vi/b5cfHPZ_WDg/hqdefault.jpg
1097,Latin Alphabet Cipher I GeeksforGeeks,1.6K views,5 years ago,https://www.youtube.com//watch?v=OaLzvCGEPQU,https://i.ytimg.com/vi/OaLzvCGEPQU/hqdefault.jpg
1098,GATE PYQ-8 | GATE2006 | Pointers and Functions | GeeksforGeeks,997 views,5 years ago,https://www.youtube.com//watch?v=HuGVM12WrzQ,https://i.ytimg.com/vi/HuGVM12WrzQ/hqdefault.jpg
1099,"Guess the Output 57 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",6.3K views,5 years ago,https://www.youtube.com//watch?v=n14q9ORayE4,https://i.ytimg.com/vi/n14q9ORayE4/hqdefault.jpg
1100,Maximum sum Subarray | Dynamic Programming | GeeksforGeeks,7.2K views,5 years ago,https://www.youtube.com//watch?v=N2kMyp0GLzU&pp=0gcJCXwKAYcqIYzv,https://i.ytimg.com/vi/N2kMyp0GLzU/hqdefault.jpg
1101,Frequency of a substring in a string | GeeksforGeeks,5.4K views,5 years ago,https://www.youtube.com//watch?v=agteFWnjJ-0,https://i.ytimg.com/vi/agteFWnjJ-0/hqdefault.jpg
1102,"Guess the Output 56 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",6.2K views,5 years ago,https://www.youtube.com//watch?v=ocI4BKp-aO8,https://i.ytimg.com/vi/ocI4BKp-aO8/hqdefault.jpg
1103,GATE PYQ-7 | GATE2016 | Recursion | GeeksforGeeks,975 views,5 years ago,https://www.youtube.com//watch?v=uqJDZJwxIVc&pp=0gcJCXwKAYcqIYzv,https://i.ytimg.com/vi/uqJDZJwxIVc/hqdefault.jpg
1104,First uppercase letter in a string | GeeksforGeeks,2.2K views,5 years ago,https://www.youtube.com//watch?v=grIL_yqEbNw,https://i.ytimg.com/vi/grIL_yqEbNw/hqdefault.jpg
1105,"Guess the Output 55 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",6.1K views,5 years ago,https://www.youtube.com//watch?v=bhqMzEvbAFA,https://i.ytimg.com/vi/bhqMzEvbAFA/hqdefault.jpg
1106,Skip the work | Competitive Programming | GeeksforGeeks,6K views,5 years ago,https://www.youtube.com//watch?v=vOMkmStTJgE,https://i.ytimg.com/vi/vOMkmStTJgE/hqdefault.jpg
1107,Find a string in lexicographic order which is in between two given string | GeeksforGeeks,7.7K views,5 years ago,https://www.youtube.com//watch?v=XVDyj0eYQKU,https://i.ytimg.com/vi/XVDyj0eYQKU/hqdefault.jpg
1108,GATE PYQ-6 | GATE2014 | Recursion | GeeksforGeeks,1.3K views,5 years ago,https://www.youtube.com//watch?v=VMl_ghULjuk,https://i.ytimg.com/vi/VMl_ghULjuk/hqdefault.jpg
1109,Linux Tutorials | Redirection - The three standard files in Linux | GeeksforGeeks,24K views,5 years ago,https://www.youtube.com//watch?v=SP0gDpamofY,https://i.ytimg.com/vi/SP0gDpamofY/hqdefault.jpg
1110,Convert a string to Hexadecimal ASCII values | GeeksforGeeks,16K views,5 years ago,https://www.youtube.com//watch?v=XAAu_Yr6vEQ,https://i.ytimg.com/vi/XAAu_Yr6vEQ/hqdefault.jpg
1111,"Guess the Output 54 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",7K views,5 years ago,https://www.youtube.com//watch?v=S8k-O-PXdxQ,https://i.ytimg.com/vi/S8k-O-PXdxQ/hqdefault.jpg
1112,Amazon's Reach the Score Problem | Competitive Programming |  GeeksforGeeks,4.6K views,5 years ago,https://www.youtube.com//watch?v=RsmXspXxUN0,https://i.ytimg.com/vi/RsmXspXxUN0/hqdefault.jpg
1113,GATE PYQ-5 | GATE2016 | Dynamic Scoping | GeeksforGeeks,1K views,5 years ago,https://www.youtube.com//watch?v=G-zmBqDYBuY,https://i.ytimg.com/vi/G-zmBqDYBuY/hqdefault.jpg
1114,Linux Tutorials | Command Substitution and Shell Aliasing | GeeksforGeeks,7.8K views,5 years ago,https://www.youtube.com//watch?v=rTAKKboE-0M,https://i.ytimg.com/vi/rTAKKboE-0M/hqdefault.jpg
1115,Check if a string is a substring of another | GeeksforGeeks,25K views,5 years ago,https://www.youtube.com//watch?v=Up2AnlAC7EI&pp=0gcJCXwKAYcqIYzv,https://i.ytimg.com/vi/Up2AnlAC7EI/hqdefault.jpg
1116,DSA Self Paced Course | GeeksforGeeks,120K views,5 years ago,https://www.youtube.com//watch?v=vG2PNdI8axo,https://i.ytimg.com/vi/vG2PNdI8axo/hqdefault.jpg
1117,"Guess the Output 53 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",6.6K views,5 years ago,https://www.youtube.com//watch?v=MrCU37I4zH4,https://i.ytimg.com/vi/MrCU37I4zH4/hqdefault.jpg
1118,Hexadecimal to Decimal Conversion | GeeksforGeeks,7.7K views,5 years ago,https://www.youtube.com//watch?v=lbzHXvP9Jmg,https://i.ytimg.com/vi/lbzHXvP9Jmg/hqdefault.jpg
1119,Walmart's Unique Paths | Dynamic Programming | Competitive Programming | GeeksforGeeks,2.3K views,5 years ago,https://www.youtube.com//watch?v=DSjOImQ5g0U,https://i.ytimg.com/vi/DSjOImQ5g0U/hqdefault.jpg
1120,Linux Tutorials | Wildcards and Pattern Matching | GeeksforGeeks,18K views,5 years ago,https://www.youtube.com//watch?v=LH4eF75Z_7U,https://i.ytimg.com/vi/LH4eF75Z_7U/hqdefault.jpg
1121,"Guess the Output 52 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",6.7K views,5 years ago,https://www.youtube.com//watch?v=CL7-2oHZJU0,https://i.ytimg.com/vi/CL7-2oHZJU0/hqdefault.jpg
1122,Checking whether a given floating point number is even or odd.| GeeksforGeeks,2.2K views,5 years ago,https://www.youtube.com//watch?v=Dw1sfqnmcww,https://i.ytimg.com/vi/Dw1sfqnmcww/hqdefault.jpg
1123,Google's Power House Challenge | Competitive Programming | GeeksforGeeks,10K views,5 years ago,https://www.youtube.com//watch?v=fS1blgP0K98,https://i.ytimg.com/vi/fS1blgP0K98/hqdefault.jpg
1124,Linux Tutorials | Changing Permissions | GeeksforGeeks,8.9K views,5 years ago,https://www.youtube.com//watch?v=RWReI80utd4&pp=0gcJCXwKAYcqIYzv,https://i.ytimg.com/vi/RWReI80utd4/hqdefault.jpg
1125,"Guess the Output 51 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",6.9K views,5 years ago,https://www.youtube.com//watch?v=IAwH1MTm6g4,https://i.ytimg.com/vi/IAwH1MTm6g4/hqdefault.jpg
1126,Decimal to Hexadecimal Conversion | GeeksforGeeks,5.8K views,5 years ago,https://www.youtube.com//watch?v=2R7P5s8e_yA,https://i.ytimg.com/vi/2R7P5s8e_yA/hqdefault.jpg
1127,GATE PYQ-4 | GATE2007 | Static and Dynamic Scoping | GeeksforGeeks,1.3K views,5 years ago,https://www.youtube.com//watch?v=4msLMZJyxWY,https://i.ytimg.com/vi/4msLMZJyxWY/hqdefault.jpg
1128,Delete a node from a Linked List without Head Pointer | GeeksforGeeks,16K views,5 years ago,https://www.youtube.com//watch?v=PApPhb61QcQ&pp=0gcJCXwKAYcqIYzv,https://i.ytimg.com/vi/PApPhb61QcQ/hqdefault.jpg
1129,Linux Tutorials | File and Directory Permissions | GeeksforGeeks,4.9K views,5 years ago,https://www.youtube.com//watch?v=o6lbSlGI3qc,https://i.ytimg.com/vi/o6lbSlGI3qc/hqdefault.jpg
1130,A boolean array puzzle | Bit Algorithms | GeeksforGeeks,1.7K views,5 years ago,https://www.youtube.com//watch?v=0ouXUmMThmU,https://i.ytimg.com/vi/0ouXUmMThmU/hqdefault.jpg
1131,"Guess the Output 50 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",7K views,5 years ago,https://www.youtube.com//watch?v=Xy37ZYSkzqE,https://i.ytimg.com/vi/Xy37ZYSkzqE/hqdefault.jpg
1132,Find middle element in a Linked List | GeeksforGeeks,27K views,5 years ago,https://www.youtube.com//watch?v=vxVqi9Q54Dc,https://i.ytimg.com/vi/vxVqi9Q54Dc/hqdefault.jpg
1133,C++ code to find LCM of two numbers | Geeksforgeeks,17K views,5 years ago,https://www.youtube.com//watch?v=anSfYgbo694,https://i.ytimg.com/vi/anSfYgbo694/hqdefault.jpg
1134,Making of the Geeks Summer Carnival Logo - Timelapse | GeeksforGeeks,902 views,5 years ago,https://www.youtube.com//watch?v=HS1dFAfiuxw,https://i.ytimg.com/vi/HS1dFAfiuxw/hqdefault.jpg
1135,GATE PYQ-3 | GATE2008 | Pointers | GeeksforGeeks,1.2K views,5 years ago,https://www.youtube.com//watch?v=wooN1PFxcvA,https://i.ytimg.com/vi/wooN1PFxcvA/hqdefault.jpg
1136,Linux Tutorials | Compressing and Archiving Files in Linux | tar and zip commands | GeeksforGeeks,37K views,5 years ago,https://www.youtube.com//watch?v=KucqplDh7LI,https://i.ytimg.com/vi/KucqplDh7LI/hqdefault.jpg
1137,"Guess the Output 49 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",6.6K views,5 years ago,https://www.youtube.com//watch?v=uj7syAJEnGE,https://i.ytimg.com/vi/uj7syAJEnGE/hqdefault.jpg
1138,Remove punctuations from a given string | GeeksforGeeks,7K views,5 years ago,https://www.youtube.com//watch?v=PSCla4rZkjE,https://i.ytimg.com/vi/PSCla4rZkjE/hqdefault.jpg
1139,Height of a Binary Tree | Competitive Programming | GeeksforGeeks,5.4K views,5 years ago,https://www.youtube.com//watch?v=LtF34XIId5c,https://i.ytimg.com/vi/LtF34XIId5c/hqdefault.jpg
1140,Octal to Decimal Conversion | GeeksforGeeks,922 views,5 years ago,https://www.youtube.com//watch?v=bazVM_ZQYwg,https://i.ytimg.com/vi/bazVM_ZQYwg/hqdefault.jpg
1141,Linux Tutorials | find command | GeeksforGeeks,36K views,5 years ago,https://www.youtube.com//watch?v=oPdFGUrq-XQ,https://i.ytimg.com/vi/oPdFGUrq-XQ/hqdefault.jpg
1142,Smith Number | GeeksforGeeks,5.6K views,5 years ago,https://www.youtube.com//watch?v=nJVF9YkXxNA,https://i.ytimg.com/vi/nJVF9YkXxNA/hqdefault.jpg
1143,Geeks Summer Carnival | GeeksforGeeks,1.2K views,5 years ago,https://www.youtube.com//watch?v=z3CC4FKSG-k,https://i.ytimg.com/vi/z3CC4FKSG-k/hqdefault.jpg
1144,"Guess the Output 48 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",7K views,5 years ago,https://www.youtube.com//watch?v=1MVVXKQP9P8,https://i.ytimg.com/vi/1MVVXKQP9P8/hqdefault.jpg
1145,Find median of a row-wise sorted Matrix | GeeksforGeeks,50K views,5 years ago,https://www.youtube.com//watch?v=_4rxBuhyLXw,https://i.ytimg.com/vi/_4rxBuhyLXw/hqdefault.jpg
1146,Linux Tutorials | touch command | GeeksforGeeks,23K views,5 years ago,https://www.youtube.com//watch?v=tpUyBbD4LQE,https://i.ytimg.com/vi/tpUyBbD4LQE/hqdefault.jpg
1147,Competitive Programming Headstarter | GeeksforGeeks,5.6K views,5 years ago,https://www.youtube.com//watch?v=fqHrsV8xzJE,https://i.ytimg.com/vi/fqHrsV8xzJE/hqdefault.jpg
1148,GATE PYQ-2 | GATE2015 | Functions & Pointers | GeeksforGeeks,1.4K views,5 years ago,https://www.youtube.com//watch?v=p1k-2-viPBM,https://i.ytimg.com/vi/p1k-2-viPBM/hqdefault.jpg
1149,Krishnamurthy Numbers | GeeksforGeeks,5.6K views,5 years ago,https://www.youtube.com//watch?v=U5jJkZYG0dQ,https://i.ytimg.com/vi/U5jJkZYG0dQ/hqdefault.jpg
1150,"Guess the Output 47 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",7.1K views,5 years ago,https://www.youtube.com//watch?v=aZiQE94xJtA&pp=0gcJCXwKAYcqIYzv,https://i.ytimg.com/vi/aZiQE94xJtA/hqdefault.jpg
1151,Mystery Numbers | GeeksforGeeks,5.1K views,5 years ago,https://www.youtube.com//watch?v=JEc8AH_8th8,https://i.ytimg.com/vi/JEc8AH_8th8/hqdefault.jpg
1152,"Guess the Output 46 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",6.9K views,5 years ago,https://www.youtube.com//watch?v=rpkGuJsz52E,https://i.ytimg.com/vi/rpkGuJsz52E/hqdefault.jpg
1153,GATE PYQ-1 | GATE2019 | Functions | GeeksforGeeks,3.6K views,5 years ago,https://www.youtube.com//watch?v=OIn4QeGEnjo,https://i.ytimg.com/vi/OIn4QeGEnjo/hqdefault.jpg
1154,Decimal to Octal Conversion | GeeksforGeeks,1.5K views,5 years ago,https://www.youtube.com//watch?v=2XgoUdKTH2Y&pp=0gcJCXwKAYcqIYzv,https://i.ytimg.com/vi/2XgoUdKTH2Y/hqdefault.jpg
1155,"Guess the Output 45 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",7.1K views,5 years ago,https://www.youtube.com//watch?v=2kI1kousiqE,https://i.ytimg.com/vi/2kI1kousiqE/hqdefault.jpg
1156,Check whether a graph is bipartite or not | GeeksforGeeks,32K views,5 years ago,https://www.youtube.com//watch?v=mVmXwFkgoJ0,https://i.ytimg.com/vi/mVmXwFkgoJ0/hqdefault.jpg
1157,"Guess the Output 44 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",7K views,5 years ago,https://www.youtube.com//watch?v=7xXLgvEyDdQ,https://i.ytimg.com/vi/7xXLgvEyDdQ/hqdefault.jpg
1158,Disarium Numbers | GeeksforGeeks,4.3K views,5 years ago,https://www.youtube.com//watch?v=t4xdYNvjJyk,https://i.ytimg.com/vi/t4xdYNvjJyk/hqdefault.jpg
1159,Decimal to Binary Conversion | GeeksforGeeks,4K views,5 years ago,https://www.youtube.com//watch?v=1Po1iqnhzww&pp=0gcJCXwKAYcqIYzv,https://i.ytimg.com/vi/1Po1iqnhzww/hqdefault.jpg
1160,"Guess the Output 43 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",7.1K views,5 years ago,https://www.youtube.com//watch?v=U8XW-DmBtfQ,https://i.ytimg.com/vi/U8XW-DmBtfQ/hqdefault.jpg
1161,Missing Characters in a Pangram | GeeksforGeeks,5K views,5 years ago,https://www.youtube.com//watch?v=VqGOxv8Fb1E,https://i.ytimg.com/vi/VqGOxv8Fb1E/hqdefault.jpg
1162,"Guess the Output 42 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",7.3K views,5 years ago,https://www.youtube.com//watch?v=n-e3IDX98iU,https://i.ytimg.com/vi/n-e3IDX98iU/hqdefault.jpg
1163,Binary to Decimal Conversion | GeeksforGeeks,3K views,5 years ago,https://www.youtube.com//watch?v=FrtgeA8VyHI,https://i.ytimg.com/vi/FrtgeA8VyHI/hqdefault.jpg
1164,Happy Numbers | GeeksforGeeks,4.6K views,5 years ago,https://www.youtube.com//watch?v=TRDpaWeAaUA,https://i.ytimg.com/vi/TRDpaWeAaUA/hqdefault.jpg
1165,K-Dimensional Tree [Delete] | GeeksforGeeks,6.9K views,5 years ago,https://www.youtube.com//watch?v=TavqLwDGwEs,https://i.ytimg.com/vi/TavqLwDGwEs/hqdefault.jpg
1166,"Guess the Output 41 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",7.9K views,5 years ago,https://www.youtube.com//watch?v=NLyZ46wIjHQ&pp=0gcJCXwKAYcqIYzv,https://i.ytimg.com/vi/NLyZ46wIjHQ/hqdefault.jpg
1167,K-Dimensional Tree [Find Minimum] | GeeksforGeeks,3.6K views,5 years ago,https://www.youtube.com//watch?v=oRwYNAEuNK8&pp=0gcJCXwKAYcqIYzv,https://i.ytimg.com/vi/oRwYNAEuNK8/hqdefault.jpg
1168,"Guess the Output 40 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",8.2K views,5 years ago,https://www.youtube.com//watch?v=6DACvKJRgho&pp=0gcJCXwKAYcqIYzv,https://i.ytimg.com/vi/6DACvKJRgho/hqdefault.jpg
1169,K-Dimensional Tree [Search and Insert] | GeeksforGeeks,28K views,5 years ago,https://www.youtube.com//watch?v=2Gul_-cbWM0,https://i.ytimg.com/vi/2Gul_-cbWM0/hqdefault.jpg
1170,"Guess the Output 39 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",8.3K views,5 years ago,https://www.youtube.com//watch?v=LCD5HEELIDA&pp=0gcJCXwKAYcqIYzv,https://i.ytimg.com/vi/LCD5HEELIDA/hqdefault.jpg
1171,Course Overview | System Design | GeeksforGeeks,5.9K views,5 years ago,https://www.youtube.com//watch?v=fMJvyQQ2Hqc,https://i.ytimg.com/vi/fMJvyQQ2Hqc/hqdefault.jpg
1172,Amicable Numbers | GeeksforGeeks,5.3K views,5 years ago,https://www.youtube.com//watch?v=gYX-A6U-XDw,https://i.ytimg.com/vi/fMJvyQQ2Hqc/hqdefault.jpg
1173,Floor and Ceil Value from a Binary Search Tree | GeeksforGeeks,5.1K views,5 years ago,https://www.youtube.com//watch?v=FnA9XGfydNI,https://i.ytimg.com/vi/fMJvyQQ2Hqc/hqdefault.jpg
1174,"Guess the Output 38 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",7.9K views,5 years ago,https://www.youtube.com//watch?v=RRco_y_rwu0&pp=0gcJCXwKAYcqIYzv,https://i.ytimg.com/vi/fMJvyQQ2Hqc/hqdefault.jpg
1175,Neon Number | GeeksforGeeks,4.5K views,5 years ago,https://www.youtube.com//watch?v=g2Kp_2xPVHY,https://i.ytimg.com/vi/fMJvyQQ2Hqc/hqdefault.jpg
1176,Automorphic number | GeeksforGeeks,10K views,5 years ago,https://www.youtube.com//watch?v=U7RpbcsbUIE,https://i.ytimg.com/vi/fMJvyQQ2Hqc/hqdefault.jpg
1177,Palindrome Number | GeeksforGeeks,7.2K views,5 years ago,https://www.youtube.com//watch?v=59V9QcuayIQ,https://i.ytimg.com/vi/fMJvyQQ2Hqc/hqdefault.jpg
1178,"Guess the Output 37 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",8K views,5 years ago,https://www.youtube.com//watch?v=UPTz7JZnMXs,https://i.ytimg.com/vi/fMJvyQQ2Hqc/hqdefault.jpg
1179,Empowering Women to Code | GeeksforGeeks,3.4K views,5 years ago,https://www.youtube.com//watch?v=2o2Qxp1nedk,https://i.ytimg.com/vi/fMJvyQQ2Hqc/hqdefault.jpg
1180,Armstrong Number | GeeksforGeeks,9.9K views,5 years ago,https://www.youtube.com//watch?v=ivjDNztMpZU&pp=0gcJCXwKAYcqIYzv,https://i.ytimg.com/vi/ivjDNztMpZU/hqdefault.jpg
1181,"Guess the Output 36 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",8.1K views,5 years ago,https://www.youtube.com//watch?v=uMKPN6AeFUA,https://i.ytimg.com/vi/uMKPN6AeFUA/hqdefault.jpg
1182,"Guess the Output 35 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",8.5K views,5 years ago,https://www.youtube.com//watch?v=b0-HWurpDr8,https://i.ytimg.com/vi/b0-HWurpDr8/hqdefault.jpg
